Timestamp;Fix;Lat;Lon;Alt;pAcc;Mag;Speed;sAcc;Heading;Battery;AccX;AccY;AccZ;GyrX;GyrY;GyrZ
17:05:47.423;False;0;0;0;0;0;0;0;0;4,15625;1290;124;-1594;532;588;-243
17:05:47.525;False;0;0;0;0;0;0;0;0;4,1575;1418;64;-1281;214;637;-103
17:05:47.626;False;0;0;0;0;0;0;0;0;4,1575;1658;129;-768;78;701;-46
17:05:47.728;False;0;0;0;0;0;0;0;0;4,1575;1271;54;-1202;521;-90;-204
17:05:47.829;False;0;0;0;0;0;0;0;0;4,1575;920;-19;-1450;414;-73;-261
17:05:47.923;False;0;0;0;0;0;0;0;0;4,1575;1880;-41;-2056;265;-500;-83
17:05:48.025;False;0;0;0;0;0;0;0;0;4,1575;2626;-41;-2122;69;-460;-164
17:05:48.126;False;0;0;0;0;0;0;0;0;4,1575;1697;55;-1811;-5;-1063;-585
17:05:48.228;False;0;0;0;0;0;0;0;0;4,1575;-114;26;-1595;381;-465;-451
17:05:48.329;False;0;0;0;0;0;0;0;0;4,1575;187;89;-1857;139;-1215;-10
17:05:48.423;False;0;0;0;0;0;0;0;0;4,1575;471;-47;-1711;-59;-517;-34
17:05:48.525;False;0;0;0;0;0;0;0;0;4,15625;496;251;-2100;-124;-749;-172
17:05:48.619;False;0;0;0;0;0;0;0;0;4,15625;519;67;-1893;213;-735;-259
17:05:48.728;False;0;0;0;0;0;0;0;0;4,15625;483;-10;-1559;283;-679;-394
17:05:48.829;False;0;0;0;0;0;0;0;0;4,15625;835;-123;-1772;315;-611;36
17:05:48.923;False;0;0;0;0;0;0;0;0;4,15625;-463;135;-2797;337;-784;-158
17:05:49.017;False;0;0;0;0;0;0;0;0;4,155;487;170;-3098;164;-131;99
17:05:49.119;False;0;0;0;0;0;0;0;0;4,155;-7;0;-2513;-55;577;311
17:05:49.228;False;0;0;0;0;0;0;0;0;4,15625;583;101;-2376;-791;1815;985
17:05:49.329;False;0;0;0;0;0;0;0;0;4,15625;957;65;-2068;-1837;2925;1762
17:05:49.431;False;0;0;0;0;0;0;0;0;4,1575;866;238;-1620;-3013;3329;2488
17:05:49.517;False;0;0;0;0;0;0;0;0;4,1575;1390;186;-1238;-3662;3332;2683
17:05:49.626;False;0;0;0;0;0;0;0;0;4,1575;1421;154;-891;-3030;2407;1676
17:05:49.720;False;0;0;0;0;0;0;0;0;4,1575;1507;-33;-673;-2752;1781;1542
17:05:49.822;False;0;0;0;0;0;0;0;0;4,1575;1820;81;-497;-2401;1513;806
17:05:49.923;False;0;0;0;0;0;0;0;0;4,1575;2042;-129;-285;-1422;956;532
17:05:50.025;False;0;0;0;0;0;0;0;0;4,1575;1914;82;-99;-835;253;39
17:05:50.119;False;0;0;0;0;0;0;0;0;4,1575;1982;102;77;76;458;21
17:05:50.228;False;0;0;0;0;0;0;0;0;4,1575;1960;87;71;280;203;139
17:05:50.323;False;0;0;0;0;0;0;0;0;4,1575;1901;94;12;105;74;-67
17:05:50.431;False;0;0;0;0;0;0;0;0;4,1575;1938;-43;-99;231;-127;240
17:05:50.517;False;0;0;0;0;0;0;0;0;4,1575;1912;134;-10;-283;19;124
17:05:50.619;False;0;0;0;0;0;0;0;0;4,1575;1790;193;-141;-146;-323;-82
17:05:50.721;False;0;0;0;0;0;0;0;0;4,15625;2013;21;37;-207;-268;14
17:05:50.822;False;0;0;0;0;0;0;0;0;4,15625;2007;-95;-185;-133;-361;461
17:05:50.931;False;0;0;0;0;0;0;0;0;4,15625;2073;-71;-140;-324;-335;53
17:05:51.018;False;0;0;0;0;0;0;0;0;4,15625;1997;-8;-231;100;-183;51
17:05:51.119;False;0;0;0;0;0;0;0;0;4,15625;2241;-14;-139;301;280;-386
17:05:51.220;False;0;0;0;0;0;0;0;0;4,15875;1937;28;-292;492;-110;-151
17:05:51.329;False;0;0;0;0;0;0;0;0;4,15875;2000;-52;-161;921;-23;-204
17:05:51.431;False;0;0;0;0;0;0;0;0;4,155;1986;106;-254;1024;-401;-450
17:05:51.517;False;0;0;0;0;0;0;0;0;4,155;2013;109;-302;706;-130;-138
17:05:51.626;False;0;0;0;0;0;0;0;0;4,155;2015;72;-271;760;-172;129
17:05:51.728;False;0;0;0;0;0;0;0;0;4,15375;1957;52;-377;604;-228;95
17:05:51.822;False;0;0;0;0;0;0;0;0;4,15375;2004;15;-376;864;24;-26
17:05:51.923;False;0;0;0;0;0;0;0;0;4,155;2005;1;-394;1037;-123;-60
17:05:52.025;False;0;0;0;0;0;0;0;0;4,155;2007;-46;-386;984;-94;-1
17:05:52.119;False;0;0;0;0;0;0;0;0;4,155;2050;-38;-412;1137;-37;-156
17:05:52.228;False;0;0;0;0;0;0;0;0;4,15625;1969;-118;-388;790;-49;-68
17:05:52.329;False;0;0;0;0;0;0;0;0;4,15625;1948;-3;-397;607;-188;-37
